year,week,outbreak_starting_date,reporting_date,state,district,disease_illness_name,status,cases,deaths,unit,note
2025,11,3/10/2025,3/10/2025,Jharkhand,East Singhbum,Chickenpox,Reported,22,0,"cases in absolute number, deaths in absolute number",
2025,11,3/11/2025,3/11/2025,Jharkhand,Khunti,Chickenpox,Reported,25,0,"cases in absolute number, deaths in absolute number",
2025,11,3/13/2025,3/13/2025,Karnataka,Belagavi,Hepatitis A,Reported,16,0,"cases in absolute number, deaths in absolute number",
2025,11,3/13/2025,3/13/2025,Karnataka,Chikballapur,Acute Diarrheal Disease,Reported,21,0,"cases in absolute number, deaths in absolute number",
2025,11,3/10/2025,3/10/2025,Karnataka,Chikballapur,Acute Diarrheal Disease,Reported,12,0,"cases in absolute number, deaths in absolute number",
2025,11,3/7/2025,3/10/2025,Karnataka,Hassan,Food Poisoning,Reported,14,0,"cases in absolute number, deaths in absolute number",
2025,11,3/11/2025,3/13/2025,Kerala,Ernakulam,Meningitis,Reported,5,0,"cases in absolute number, deaths in absolute number",
2025,11,3/14/2025,3/14/2025,Kerala,Kozhikode,Hepatitis A,Reported,58,0,"cases in absolute number, deaths in absolute number",
2025,11,3/13/2025,3/13/2025,Kerala,Palakkad,Food Poisoning,Reported,152,0,"cases in absolute number, deaths in absolute number",
2025,11,3/8/2025,3/10/2025,Kerala,Palakkad,Acute Diarrheal Disease,Reported,10,0,"cases in absolute number, deaths in absolute number",
2025,11,3/12/2025,3/12/2025,Madhya Pradesh,Datia,Food Poisoning,Reported,51,0,"cases in absolute number, deaths in absolute number",
2025,11,3/12/2025,3/12/2025,Madhya Pradesh,Dindori,Malaria,Reported,9,0,"cases in absolute number, deaths in absolute number",
2025,11,3/10/2025,3/10/2025,Madhya Pradesh,Gwalior,Measles,Reported,5,0,"cases in absolute number, deaths in absolute number",
2025,11,3/12/2025,3/12/2025,Maharashtra,Bhandara,Acute Diarrheal Disease,Reported,24,0,"cases in absolute number, deaths in absolute number",
2025,11,3/10/2025,3/10/2025,Maharashtra,Bhandara,Fever with Rash,Reported,13,0,"cases in absolute number, deaths in absolute number",
2025,11,3/10/2025,3/13/2025,Maharashtra,Jalgaon,Measles,Reported,3,0,"cases in absolute number, deaths in absolute number",
2025,11,3/10/2025,3/10/2025,Nagaland,Dimapur,Human Rabies,Reported,1,1,"cases in absolute number, deaths in absolute number",
2025,11,3/7/2025,3/10/2025,Punjab,Sri Muktsar Sahib,Chickenpox,Reported,27,0,"cases in absolute number, deaths in absolute number",
2025,11,3/10/2025,3/10/2025,Rajasthan,Jalore,Food Poisoning,Reported,22,0,"cases in absolute number, deaths in absolute number",
2025,11,3/12/2025,3/12/2025,Tamil Nadu,Coimbatore,Chickenpox,Reported,15,0,"cases in absolute number, deaths in absolute number",
2025,11,3/10/2025,3/11/2025,Tamil Nadu,Mayiladuthurai,Mumps,Reported,20,0,"cases in absolute number, deaths in absolute number",
2025,11,3/14/2025,3/15/2025,Tamil Nadu,Ranipet,Human Rabies,Reported,1,1,"cases in absolute number, deaths in absolute number",
2025,11,3/8/2025,3/10/2025,Tamil Nadu,Tirupathur,Chickenpox,Reported,15,0,"cases in absolute number, deaths in absolute number",
2025,11,3/13/2025,3/13/2025,Tripura,South Tripura,Food Poisoning,Reported,85,0,"cases in absolute number, deaths in absolute number",
2025,11,3/11/2025,3/13/2025,West Bengal,Howrah,Hepatitis A,Reported,22,0,"cases in absolute number, deaths in absolute number",
2025,11,3/12/2025,3/12/2025,West Bengal,Medinipur East,Acute Diarrheal Disease,Reported,59,0,"cases in absolute number, deaths in absolute number",
2025,11,3/11/2025,3/13/2025,West Bengal,Medinipur West,Acute Diarrheal Disease,Reported,14,0,"cases in absolute number, deaths in absolute number",
2025,11,3/7/2025,3/11/2025,West Bengal,Paschim Bardhaman,Hepatitis A,Reported,42,0,"cases in absolute number, deaths in absolute number",
2025,11,3/6/2025,,Bihar,Munger,Fever with Rash,Reported,9,0,"cases in absolute number, deaths in absolute number",
2025,11,2/13/2025,,Karnataka,Bagalkot,Chickenpox,Reported,7,0,"cases in absolute number, deaths in absolute number",
2025,11,3/5/2025,,Kerala,Alappuzha,Mpox,Reported,1,0,"cases in absolute number, deaths in absolute number",
2025,11,3/6/2025,,Kerala,Kottayam,Mumps,Reported,17,0,"cases in absolute number, deaths in absolute number",
2025,11,2/27/2025,,Mizoram,Lawngtlai,Measles,Reported,4,0,"cases in absolute number, deaths in absolute number",
2025,11,2/10/2025,,Odisha,Malkangiri,Food Poisoning,Reported,30,0,"cases in absolute number, deaths in absolute number",
2025,10,2/28/2025,3/3/2025,Andhra Pradesh,Nandyal,Acute Diarrheal Disease,Reported,19,2,"cases in absolute number, deaths in absolute number",
2025,10,3/6/2025,3/6/2025,Assam,Bongaigaon,Acute Diarrheal Disease,Reported,5,0,"cases in absolute number, deaths in absolute number",
2025,10,3/7/2025,3/7/2025,Assam,Nagaon,Human Rabies,Reported,1,1,"cases in absolute number, deaths in absolute number",
2025,10,3/4/2025,3/5/2025,Assam,Nagaon,Human Rabies,Reported,1,1,"cases in absolute number, deaths in absolute number",
2025,10,2/28/2025,3/3/2025,Bihar,Jehanabad,Chickenpox,Reported,11,0,"cases in absolute number, deaths in absolute number",
2025,10,2/5/2025,3/6/2025,Bihar,Samastipur,Fever with Rash,Reported,7,0,"cases in absolute number, deaths in absolute number",
2025,10,3/8/2025,3/9/2025,Bihar,Vaishali,Fever with Rash,Reported,8,0,"cases in absolute number, deaths in absolute number",
2025,10,3/7/2025,3/7/2025,Chhattisgarh,Dantewada,Food Poisoning,Reported,11,0,"cases in absolute number, deaths in absolute number",
2025,10,2/3/2025,3/3/2025,Chhattisgarh,Durg,Jaundice,Reported,71,0,"cases in absolute number, deaths in absolute number",
2025,10,3/6/2025,3/7/2025,Chhattisgarh,Surguja,Food Poisoning,Reported,10,0,"cases in absolute number, deaths in absolute number",
2025,10,3/1/2025,3/3/2025,Gujarat,Kachchh,Acute Diarrheal Disease,Reported,12,0,"cases in absolute number, deaths in absolute number",
2025,10,3/7/2025,3/8/2025,Gujarat,Panchmahals,Acute Hepatitis A,Reported,16,0,"cases in absolute number, deaths in absolute number",
2025,10,3/4/2025,3/4/2025,Jammu and Kashmir,Badgam,Rabies,Reported,1,1,"cases in absolute number, deaths in absolute number",
2025,10,3/3/2025,3/3/2025,Jharkhand,Latehar,Paratyphoid,Reported,30,0,"cases in absolute number, deaths in absolute number",
2025,10,3/3/2025,3/3/2025,Jharkhand,Latehar,Paratyphoid,Reported,68,0,"cases in absolute number, deaths in absolute number",
2025,10,3/8/2025,3/8/2025,Jharkhand,West Singhbhum,Fever with Rash,Reported,9,0,"cases in absolute number, deaths in absolute number",
2025,10,3/6/2025,3/6/2025,Karnataka,Dakshin Kannad,,Reported,57,0,"cases in absolute number, deaths in absolute number",
2025,10,3/3/2025,3/3/2025,Karnataka,Mandya,Cholera,Reported,39,0,"cases in absolute number, deaths in absolute number",
2025,10,3/8/2025,3/8/2025,Kerala,Ernakulam,Dengue,Reported,9,0,"cases in absolute number, deaths in absolute number",
2025,10,2/28/2025,3/3/2025,Kerala,Ernakulam,Acute Gastroenteritis,Reported,9,0,"cases in absolute number, deaths in absolute number",
2025,10,3/6/2025,3/6/2025,Kerala,Palakkad,Hepatitis A,Reported,45,0,"cases in absolute number, deaths in absolute number",
2025,10,3/7/2025,3/9/2025,Kerala,Pathanamthitta,Acute Gastroenteritis,Reported,102,0,"cases in absolute number, deaths in absolute number",
2025,10,3/5/2025,3/5/2025,Kerala,Pathanamthitta,Mumps,Reported,17,0,"cases in absolute number, deaths in absolute number",
2025,10,3/4/2025,3/5/2025,Kerala,Thrissur,Acute Hepatitis A,Reported,17,0,"cases in absolute number, deaths in absolute number",
2025,10,3/4/2025,3/6/2025,Kerala,Wayanad,Chickenpox,Reported,6,0,"cases in absolute number, deaths in absolute number",
2025,10,2/27/2025,3/3/2025,Madhya Pradesh,Chhatarpur,Measles,Reported,5,0,"cases in absolute number, deaths in absolute number",
2025,10,3/7/2025,3/7/2025,Madhya Pradesh,Gwalior,Dengue,Reported,2,2,"cases in absolute number, deaths in absolute number",
2025,10,3/7/2025,3/7/2025,Maharashtra,Latur,Chickenpox,Reported,22,0,"cases in absolute number, deaths in absolute number",
2025,10,2/27/2025,3/3/2025,Maharashtra,Nagpur,Acute Diarrheal Disease,Reported,109,0,"cases in absolute number, deaths in absolute number",
2025,10,3/2/2025,3/3/2025,Maharashtra,Nagpur,Acute Diarrheal Disease,Reported,61,0,"cases in absolute number, deaths in absolute number",
2025,10,3/7/2025,3/7/2025,Maharashtra,Washim,Chikungunya,Reported,7,0,"cases in absolute number, deaths in absolute number",
2025,10,2/24/2025,3/3/2025,Meghalaya,West Khasi Hills,,Reported,1,1,"cases in absolute number, deaths in absolute number",
2025,10,3/3/2025,3/5/2025,Odisha,Ganjam,Cholera,Reported,39,0,"cases in absolute number, deaths in absolute number",
2025,10,3/5/2025,3/6/2025,Odisha,Kendujhar,Acute Diarrheal Disease,Reported,10,1,"cases in absolute number, deaths in absolute number",
2025,10,2/28/2025,3/4/2025,Rajasthan,Jaipur,Food Poisoning,Reported,37,0,"cases in absolute number, deaths in absolute number",
2025,10,3/8/2025,3/8/2025,Tamil Nadu,Coimbatore,Chickenpox,Reported,12,0,"cases in absolute number, deaths in absolute number",
2025,10,3/7/2025,3/8/2025,Tamil Nadu,Coimbatore,Mumps,Reported,21,0,"cases in absolute number, deaths in absolute number",
2025,10,3/7/2025,3/7/2025,Tamil Nadu,Mayiladuthurai,Mumps,Reported,6,0,"cases in absolute number, deaths in absolute number",
2025,10,3/5/2025,3/5/2025,Tamil Nadu,Mayiladuthurai,Mumps,Reported,4,0,"cases in absolute number, deaths in absolute number",
2025,10,3/3/2025,3/3/2025,Tamil Nadu,Pudukkottai,Mumps,Reported,6,0,"cases in absolute number, deaths in absolute number",
2025,10,3/3/2025,3/3/2025,Tamil Nadu,Ramanathapuram,Mumps,Reported,9,0,"cases in absolute number, deaths in absolute number",
2025,10,3/8/2025,3/8/2025,Tamil Nadu,Tenkasi,Acute Hepatitis E,Reported,7,0,"cases in absolute number, deaths in absolute number",
2025,10,3/1/2025,3/3/2025,Tamil Nadu,Thanjavur,Chickenpox,Reported,20,0,"cases in absolute number, deaths in absolute number",
2025,10,3/7/2025,3/7/2025,Tamil Nadu,Vellore,Pertussis,Reported,1,0,"cases in absolute number, deaths in absolute number",
2025,10,2/28/2025,3/5/2025,Uttar Pradesh,Mirzapur,Acute Diarrheal Disease,Reported,29,0,"cases in absolute number, deaths in absolute number",
2025,10,3/5/2025,3/6/2025,West Bengal,Birbhum,Acute Gastroenteritis,Reported,278,0,"cases in absolute number, deaths in absolute number",
2025,10,3/3/2025,3/5/2025,West Bengal,Birbhum,Acute Diarrheal Disease,Reported,22,0,"cases in absolute number, deaths in absolute number",
2025,10,3/4/2025,3/4/2025,West Bengal,Birbhum,Acute Diarrheal Disease,Reported,96,0,"cases in absolute number, deaths in absolute number",
2025,10,3/6/2025,3/6/2025,West Bengal,Medinipur East,Food Poisoning,Reported,59,0,"cases in absolute number, deaths in absolute number",
2025,10,3/7/2025,3/7/2025,West Bengal,Purba Bardhaman,Acute Diarrheal Disease,Reported,18,0,"cases in absolute number, deaths in absolute number",
2025,10,3/7/2025,3/8/2025,West Bengal,Purulia,Food Poisoning,Reported,40,0,"cases in absolute number, deaths in absolute number",
2025,10,2/25/2025,,Andhra Pradesh,Konaseema,Food Poisoning,Reported Late,14,0,"cases in absolute number, deaths in absolute number",
2025,10,2/26/2025,,Madhya Pradesh,Anuppur,Food Poisoning,Reported Late,40,0,"cases in absolute number, deaths in absolute number",
2025,10,2/25/2025,,Madhya Pradesh,Chhatarpur,Measles,Reported Late,13,0,"cases in absolute number, deaths in absolute number",
2025,10,2/8/2025,,Uttar Pradesh,Bhadohi,Measles,Reported Late,5,0,"cases in absolute number, deaths in absolute number",
2025,9,2/24/2025,3/1/2025,Andhra Pradesh,Konaseema,Mumps,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2025,9,3/1/2025,3/1/2025,Assam,Darrang,Acute Diarrheal Disease,Reported in Same Week,28,0,"cases in absolute number, deaths in absolute number",
2025,9,2/28/2025,3/1/2025,Assam,Chirang,Rubella,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2025,9,2/27/2025,2/27/2025,Assam,Jorhat,Fever,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2025,9,2/27/2025,2/28/2025,Assam,Udalguri,Fever,Reported in Same Week,35,0,"cases in absolute number, deaths in absolute number",
2025,9,2/25/2025,2/25/2025,Assam,Jorhat,Fever,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2025,9,2/25/2025,2/26/2025,Assam,Majuli,Acute Diarrheal Disease,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2025,9,2/27/2025,3/1/2025,Bihar,Purbi,Champaran,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2025,9,2/25/2025,2/27/2025,Bihar,Begusarai,Fever with Rash,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2025,9,2/24/2025,2/25/2025,Bihar,Begusarai,Fever with Rash,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2025,9,2/25/2025,2/27/2025,Chhattisgarh,Dhamtari,Food Poisoning,Reported in Same Week,113,0,"cases in absolute number, deaths in absolute number",
2025,9,2/23/2025,2/24/2025,Chhattisgarh,Kabirdham,Acute Diarrheal Disease,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2025,9,1/28/2025,,Chhattisgarh,Narayanpur,Measles and Rubella,Reported Late,13,0,"cases in absolute number, deaths in absolute number",
2025,9,2/24/2025,2/25/2025,Goa,South Goa,Acute Diarrheal Disease,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2025,9,2/24/2025,2/27/2025,Gujarat,Amreli,Acute Diarrheal Disease,Reported in Same Week,53,0,"cases in absolute number, deaths in absolute number",
2025,9,2/27/2025,2/27/2025,Jammu and Kashmir,Badgam,Hepatitis A and E,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2025,9,2/24/2025,2/25/2025,Jammu and Kashmir,Baramulla,Hepatitis A,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2025,9,3/1/2025,3/1/2025,Jharkhand,Palamu,Scrub Typhus,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2025,9,2/27/2025,2/27/2025,Jharkhand,East Singhbum,Chickenpox,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2025,9,2/27/2025,2/28/2025,Jharkhand,Hazaribagh,Chickenpox,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2025,9,2/27/2025,2/27/2025,Karnataka,Belagavi,Food Poisoning,Reported in Same Week,62,0,"cases in absolute number, deaths in absolute number",
2025,9,2/25/2025,2/25/2025,Karnataka,Uttar Kannad,Acute Diarrheal Disease,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2025,9,2/21/2025,2/27/2025,Karnataka,Vijayapura,Chikungunya,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2025,9,1/23/2025,2/24/2025,Karnataka,Kalaburagi,Food Poisoning,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2025,9,3/1/2025,3/1/2025,Kerala,Thiruvananthapuram,Food Poisoning,Reported in Same Week,156,0,"cases in absolute number, deaths in absolute number",
2025,9,2/28/2025,2/28/2025,Kerala,Kozhikode,Mpox,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2025,9,2/28/2025,3/1/2025,Kerala,Malappuram,Chickenpox,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2025,9,2/28/2025,2/28/2025,Kerala,Thiruvananthapuram,Acute Diarrheal Disease,Reported in Same Week,31,1,"cases in absolute number, deaths in absolute number",
2025,9,2/28/2025,3/1/2025,Kerala,Wayanad,Acute Diarrheal Disease,Reported in Same Week,104,0,"cases in absolute number, deaths in absolute number",
2025,9,2/27/2025,3/1/2025,Kerala,Kasaragod,Mpox,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2025,9,2/26/2025,2/28/2025,Kerala,Ernakulam,Hepatitis A,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2025,9,2/26/2025,2/26/2025,Kerala,Palakkad,Mumps,Reported in Same Week,38,0,"cases in absolute number, deaths in absolute number",
2025,9,2/24/2025,2/27/2025,Kerala,Malappuram,Hepatitis A,Reported in Same Week,33,0,"cases in absolute number, deaths in absolute number",
2025,9,2/22/2025,2/24/2025,Kerala,Kollam,Hepatitis,Reported in Same Week,34,0,"cases in absolute number, deaths in absolute number",
2025,9,2/21/2025,2/25/2025,Madhya Pradesh,Ratlam,Food Poisoning,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2025,9,2/6/2025,,Madhya Pradesh,Chhatarpur,Measles,Reported Late,14,0,"cases in absolute number, deaths in absolute number",
2025,9,1/28/2025,,Madhya Pradesh,Betul,Cholera,Reported Late,69,0,"cases in absolute number, deaths in absolute number",
2025,9,3/1/2025,3/1/2025,Maharashtra,Kolhapur,Food Poisoning,Reported in Same Week,24,0,"cases in absolute number, deaths in absolute number",
2025,9,3/1/2025,3/2/2025,Maharashtra,Palaghar,Acute Diarrheal Disease,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2025,9,2/26/2025,3/1/2025,Maharashtra,Jalgaon,Jaundice,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2025,9,2/25/2025,2/25/2025,Maharashtra,Sangli,Hepatitis A,Reported in Same Week,34,0,"cases in absolute number, deaths in absolute number",
2025,9,2/24/2025,2/25/2025,Maharashtra,Sangli,Food Poisoning,Reported in Same Week,67,0,"cases in absolute number, deaths in absolute number",
2025,9,2/27/2025,2/27/2025,Meghalaya,South Garo Hills,Acute Diarrheal Disease,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2025,9,2/26/2025,2/26/2025,Meghalaya,North Garo Hills,Typhoid,Reported in Same Week,39,0,"cases in absolute number, deaths in absolute number",
2025,9,2/27/2025,2/28/2025,Nagaland,Dimapur,Human Rabies,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
